ts,imei,mwra,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.updateassist,c.android.vending,c.UCMobile.intl,c.UCMobile.x86,c.raider
2018-05-05 10:52:00,359043379931766239,0.0,7.76413,14.46528,11.532,11.03304,10.34117,0.02847,34.32087,7.4425,89.88437,13.85947
2018-05-05 10:53:00,359043379931766288,1.0,17.04294,11.90801,9.75908,5.64898,11.32188,0.00187,36.394,58.4558,37.70616,27.4217
2018-05-05 10:54:00,359043379931766346,1.0,9.60729,13.29215,12.6791,5.91551,12.67908,0.09703,41.63841,92.541,1.59437,93.44047
2018-05-05 10:55:00,3590433799317661529,0.0,13.34992,6.57102,9.62821,13.53906,15.53291,0.02643,33.99588,83.76573,55.51664,29.20574
2018-05-05 10:56:00,863033069630348669,1.0,12.64721,10.65614,7.77613,3.07354,12.00625,0.05727,57.94934,50.06036,3.37831,75.98067
2018-05-05 10:57:00,3590433799317661537,1.0,9.00606,10.46601,8.93638,8.55906,9.65176,1.62142,69.68023,52.45528,5.70891,19.72204
2018-05-05 10:58:00,8630330696303481297,1.0,10.85369,14.42902,11.57216,10.97389,6.64405,0.04546,73.82468,5.2164,42.32791,60.72008
2018-05-05 10:59:00,359043379931766387,1.0,6.89098,13.86593,10.58351,5.51551,13.42321,0.01138,70.3764,40.24756,95.11777,32.70387
2018-05-05 11:00:00,863033069630348370,1.0,10.1908,14.5568,13.77846,10.44104,12.47621,0.09057,61.42933,39.70753,23.4531,24.08064
2018-05-05 11:01:00,3590433799317661552,1.0,14.23012,14.5178,9.92918,8.06862,8.88983,0.00064,49.34153,27.34954,67.96195,91.01032
2018-05-05 11:02:00,3590433799317661586,1.0,13.99244,8.54121,14.57813,9.76158,10.04801,0.0114,56.00286,98.70133,42.31378,17.29771
2018-05-05 11:03:00,8630330696303482188,1.0,8.90723,14.50559,13.17051,12.62126,11.71944,0.15705,58.67106,39.51487,42.61711,97.19283
2018-05-05 11:04:00,8630330696303481677,1.0,10.62987,8.03239,12.16841,0.0,9.23503,0.46056,42.31664,72.12071,29.83982,86.90489
2018-05-05 11:05:00,8630330696303482485,1.0,8.66228,13.36682,8.78322,10.12852,8.51703,0.75402,35.23831,92.45201,73.90417,57.12946
2018-05-05 11:06:00,359043379931766049,0.0,12.74641,7.69451,9.452,14.49466,12.99222,0.02591,62.97546,58.03837,39.28639,38.8883
2018-05-05 11:07:00,863033069630348263,1.0,8.10372,11.81195,11.88973,8.52914,15.11616,0.01026,65.72131,98.24273,24.48893,27.54508
2018-05-05 11:08:00,359043379931766031,1.0,13.91169,13.2467,8.09541,12.02884,9.10642,0.00464,48.24103,11.17032,14.46606,73.19192
2018-05-05 11:09:00,3590433799317661032,1.0,14.9171,11.6172,8.91639,6.88797,10.70612,0.60136,37.96098,33.13305,74.73015,37.67705
2018-05-05 11:10:00,3590433799317661602,0.0,8.84626,14.43004,9.85001,12.38034,10.41666,0.03103,58.39173,44.79302,56.34166,90.93515
2018-05-05 11:11:00,8630330696303481032,1.0,13.92988,11.28062,7.91242,8.3798,10.12072,0.03003,49.99018,24.50149,83.66662,5.8452
2018-05-05 11:12:00,359043379931766262,1.0,12.85517,14.27575,8.80653,6.59238,8.30531,0.00251,41.51875,13.17647,1.28074,28.79749
2018-05-05 11:13:00,359043379931766692,0.0,13.66925,9.80128,13.38584,12.79596,12.81153,0.35208,34.80505,80.56106,8.06525,61.93445
2018-05-05 11:14:00,863033069630348560,0.0,13.50295,3.92103,7.24382,13.41886,13.39528,0.3666,24.42597,75.10308,33.62196,10.53548
2018-05-05 11:15:00,359043379931766585,0.0,11.31118,12.51703,10.36694,11.74143,9.1727,0.15049,63.00313,94.05058,1.65327,60.92432
2018-05-05 11:16:00,359043379931766759,1.0,10.50542,10.28644,8.11178,13.21416,8.41738,0.05664,68.70919,47.98132,42.20277,90.34032
2018-05-05 11:17:00,3590433799317662048,1.0,11.46321,12.99016,10.95719,10.31398,7.54859,0.01404,49.88344,47.27752,16.45244,17.47934
2018-05-05 11:18:00,3590433799317661891,0.0,10.05071,9.74295,8.712,9.58964,11.83627,0.00283,36.89121,42.46531,41.03854,77.02423
2018-05-05 11:19:00,359043379931766601,1.0,9.9667,11.28646,15.18536,11.79687,11.26094,0.00318,42.6741,31.01149,37.26097,12.99767
2018-05-05 11:20:00,8630330696303481875,1.0,12.02653,13.03505,7.65261,11.85634,8.76645,0.02557,56.44738,38.27718,23.64789,82.98007
2018-05-05 11:21:00,359043379931766098,0.0,11.38421,13.7979,7.97735,14.08258,12.30935,2.61592,59.2198,78.36886,89.44212,45.5919
2018-05-05 11:22:00,3590433799317661701,1.0,11.02839,12.30885,16.64668,10.20535,9.3497,0.63761,45.59205,51.37088,82.17154,10.18956
2018-05-05 11:23:00,359043379931766726,1.0,7.45455,14.50893,12.5418,7.1376,15.26852,0.02364,66.16939,83.25947,75.79977,80.99684
2018-05-05 11:24:00,359043379931766098,0.0,12.03137,14.93558,9.39011,10.68021,11.503,0.01988,46.55273,94.79907,48.1911,50.6927
2018-05-05 11:25:00,3590433799317662089,1.0,14.74425,10.01316,8.78761,5.62011,10.93494,0.23033,49.33388,63.74364,3.41416,33.15213
2018-05-05 11:26:00,863033069630348685,1.0,9.28023,13.83856,10.16666,10.75652,10.77286,0.02275,73.82972,88.41863,23.01969,65.7357
2018-05-05 11:27:00,8630330696303482410,0.0,14.2805,7.8593,12.85208,12.74742,16.80055,0.02273,44.03374,85.23989,41.76198,44.28037
2018-05-05 11:28:00,8630330696303482006,0.0,7.93359,11.19146,8.66055,13.31287,11.40005,0.19268,61.01748,10.94129,79.32516,95.32791
2018-05-05 11:29:00,863033069630348735,1.0,9.44177,13.51607,11.09776,7.75931,13.44104,0.51969,72.07616,49.82376,39.44759,20.38889
2018-05-05 11:30:00,3590433799317662014,1.0,12.52661,10.91481,7.7604,13.0729,10.0734,0.04702,56.50353,24.08913,6.34045,9.34165
2018-05-05 11:31:00,3590433799317662220,1.0,7.93706,14.08876,14.40148,11.63711,12.76856,0.04118,52.80856,66.64893,64.24281,44.18989
2018-05-05 11:32:00,3590433799317662410,0.0,14.16931,8.04913,10.81126,12.57251,16.83784,0.06933,74.62365,44.92043,34.43622,18.74809
2018-05-05 11:33:00,8630330696303482030,1.0,8.8026,10.39526,12.45041,8.77922,12.88693,0.04573,58.06369,48.96919,28.14827,2.59645
2018-05-05 11:34:00,359043379931766486,0.0,12.14171,9.60355,12.55842,12.34648,12.84211,0.66472,40.3038,11.4236,46.21331,33.1966
2018-05-05 11:35:00,359043379931766221,0.0,12.20377,7.24754,9.34743,14.34265,11.87949,0.14861,37.74056,22.14655,24.46085,0.76207
2018-05-05 11:36:00,8630330696303482246,1.0,10.33157,11.53755,9.6125,6.68894,9.76064,0.08562,41.63371,2.72812,79.06981,45.9432
2018-05-05 11:37:00,3590433799317661107,1.0,10.60735,13.031,10.85214,9.49303,6.21249,0.05914,43.91767,26.21913,3.40564,34.28025
2018-05-05 11:38:00,8630330696303481081,1.0,9.45345,10.30911,15.27031,10.5084,10.14743,0.01773,63.83706,34.05644,41.27102,22.69055
2018-05-05 11:39:00,8630330696303481099,1.0,12.29879,9.42633,9.83927,4.49882,9.70158,2.39124,52.47017,16.2093,27.25283,37.28819
2018-05-05 11:40:00,3590433799317661255,0.0,10.60838,10.95561,8.52046,10.99084,9.63744,0.00513,57.53092,68.99389,87.07577,33.04948
2018-05-05 11:41:00,3590433799317661115,1.0,8.24435,13.92032,11.52935,8.3054,15.89975,0.29632,52.58209,63.00096,78.72711,28.35681
2018-05-05 11:42:00,8630330696303481321,1.0,14.8698,12.14858,9.31964,7.46903,10.27336,0.02768,61.53673,25.25477,21.35719,76.29887
2018-05-05 11:43:00,3590433799317661511,1.0,13.78416,14.26191,7.8483,14.91678,9.6608,0.00884,72.0699,26.59117,94.96025,78.65914
2018-05-05 11:44:00,8630330696303481669,0.0,9.67141,14.00417,10.62232,11.35364,11.64662,0.64664,67.07818,15.48273,97.76658,56.72253
2018-05-05 11:45:00,863033069630348099,1.0,10.59174,16.53717,11.72211,9.01102,12.94986,0.01595,48.71129,28.66526,34.63232,12.20553
2018-05-05 11:46:00,863033069630348396,1.0,12.83056,14.91372,10.2613,9.25222,8.97466,0.00226,61.54682,84.16326,82.21585,43.45015
2018-05-05 11:47:00,3590433799317661461,1.0,9.36328,12.04754,11.08235,10.0187,14.47046,0.06011,71.39267,38.92016,87.26205,31.54134
2018-05-05 11:48:00,359043379931766494,1.0,15.50156,13.06363,8.58736,10.12938,9.18926,0.0122,77.14679,15.97879,64.14793,67.16313
2018-05-05 11:49:00,8630330696303481347,1.0,10.1075,12.10296,8.15444,6.49419,9.72577,0.10019,82.53913,97.92635,96.53314,64.10983
2018-05-05 11:50:00,3590433799317661750,1.0,15.41033,12.82323,12.53532,9.67668,8.76098,0.002,57.21377,91.64332,87.758,3.47429
2018-05-05 11:51:00,8630330696303482303,1.0,9.22036,14.93977,10.76558,8.16451,13.40312,0.11212,82.81132,82.49047,3.71132,42.25659
2018-05-05 11:52:00,863033069630348842,1.0,10.91549,14.21471,11.52622,8.78221,11.83375,0.04418,34.96494,47.82215,24.34433,72.98135
2018-05-05 11:53:00,359043379931766551,1.0,7.5935,15.26541,12.92225,8.74658,13.48065,0.01937,28.89801,36.78066,77.62126,62.44919
2018-05-05 11:54:00,863033069630348883,1.0,14.23979,11.66785,7.41663,6.61324,10.36397,0.00956,57.0738,55.27637,76.54671,12.43186
2018-05-05 11:55:00,863033069630348081,1.0,9.47301,13.04098,13.14354,9.01278,13.52821,0.11923,39.58302,22.12471,88.19167,51.15189
2018-05-05 11:56:00,8630330696303482337,0.0,9.29599,13.26684,7.8379,12.46906,12.71031,0.33841,58.84929,63.94605,56.79981,2.73862
2018-05-05 11:57:00,8630330696303481453,0.0,12.63615,9.1647,10.49798,11.26774,12.22164,0.02511,40.73112,58.89967,88.49493,9.2005
2018-05-05 11:58:00,8630330696303482493,1.0,13.81741,13.65039,8.73232,10.60138,10.27435,0.01696,61.28724,32.05529,16.13531,20.87226
2018-05-05 11:59:00,3590433799317661719,1.0,10.34428,10.81062,14.19968,6.4931,12.18711,0.01274,18.51905,89.6066,44.11708,96.30141
2018-05-05 12:00:00,8630330696303481735,0.0,8.05375,17.4911,10.23039,12.77149,11.32366,3.6995,55.49538,92.11368,76.76619,12.42463
2018-05-05 12:01:00,8630330696303482444,1.0,10.32624,14.69752,16.5158,11.472,9.86245,0.24727,63.63394,41.30527,1.56118,45.03452
2018-05-05 12:02:00,8630330696303481255,1.0,10.12295,13.37703,13.46643,8.91879,13.13984,0.0251,10.91532,76.60041,13.09482,6.89081
2018-05-05 12:03:00,8630330696303481727,1.0,11.90516,10.61548,12.25807,7.18659,11.71701,0.01149,69.66519,39.09018,65.72368,8.74083
2018-05-05 12:04:00,359043379931766635,0.0,14.48318,14.22965,6.81011,10.53024,9.67174,0.01654,57.86845,53.2844,96.66833,73.58206
2018-05-05 12:05:00,8630330696303481123,1.0,9.22189,14.97383,10.64225,11.97139,13.45512,0.02797,47.81717,63.48852,93.03774,73.42053
2018-05-05 12:06:00,3590433799317661198,1.0,12.98513,13.03472,10.67535,7.66949,7.87228,0.0068,82.09821,8.85993,51.44657,41.66437
2018-05-05 12:07:00,8630330696303481941,1.0,8.5103,12.49862,13.17016,10.57501,13.4837,0.00782,67.5574,25.95523,14.06835,10.75097
2018-05-05 12:08:00,863033069630348537,0.0,14.65771,10.47433,5.14011,13.53968,10.194,0.0063,35.14864,31.80466,97.57869,66.36352
2018-05-05 12:09:00,3590433799317661420,1.0,12.79874,14.61388,13.6982,11.17273,13.44966,0.0321,34.34901,2.84316,5.85053,97.07148
2018-05-05 12:10:00,359043379931766122,0.0,7.64712,14.1813,7.46984,13.38831,7.04072,0.11314,47.10232,76.43486,43.67786,61.78387
2018-05-05 12:11:00,8630330696303481768,1.0,6.39794,15.61143,12.76006,10.02247,12.55437,0.00695,28.23418,19.45142,19.17972,51.77418
2018-05-05 12:12:00,359043379931766676,0.0,8.88356,13.97962,9.64206,13.81965,7.95599,0.02467,67.75058,18.58388,27.25248,66.89345
2018-05-05 12:13:00,863033069630348321,0.0,7.46296,15.35263,10.35841,14.22531,8.79353,0.14681,66.47888,3.65502,31.34497,38.33866
2018-05-05 12:14:00,863033069630348842,1.0,11.88439,7.25362,7.53644,11.69131,11.25556,0.01577,67.94342,12.23043,14.85962,20.25679
2018-05-05 12:15:00,863033069630348065,1.0,10.7039,17.95415,10.028,11.56737,14.31154,0.70326,74.44209,57.75722,64.16146,45.38136
2018-05-05 12:16:00,8630330696303482295,1.0,11.22848,10.79457,13.1001,7.24143,11.13116,0.12031,65.56604,51.9794,65.7414,33.84823
2018-05-05 12:17:00,8630330696303482089,0.0,13.33483,6.27754,5.2064,14.55642,12.29012,0.72427,50.80517,99.91646,86.4609,13.17604
2018-05-05 12:18:00,8630330696303482055,0.0,10.30659,7.97284,7.82911,14.10705,11.09991,0.12622,68.24164,17.9028,26.13791,58.59611
2018-05-05 12:19:00,8630330696303482063,1.0,15.16328,12.48532,8.23329,7.96203,9.45928,0.00114,71.84734,47.81901,5.17053,38.07314
2018-05-05 12:20:00,359043379931766114,0.0,12.09371,14.30815,10.99761,11.06125,11.33012,0.02535,46.69191,87.5233,16.17526,57.24514
2018-05-05 12:21:00,8630330696303481370,0.0,11.03671,13.05602,7.9352,12.8592,9.24598,0.12727,39.46013,88.07626,53.66591,12.68188
2018-05-05 12:22:00,3590433799317661909,0.0,14.65862,9.44037,7.27883,11.56976,13.76735,0.03091,59.32705,98.28863,59.01717,87.42435
2018-05-05 12:23:00,3590433799317662295,0.0,13.16129,11.81955,8.61942,7.06537,9.59443,0.00864,47.9259,42.03724,63.8402,77.5334
2018-05-05 12:24:00,359043379931766312,1.0,11.3326,11.03227,8.82825,11.51699,6.38151,0.02582,41.4311,18.61567,86.94451,62.60214
2018-05-05 12:25:00,863033069630348917,1.0,12.73866,13.05326,8.14021,12.73853,9.28244,0.11448,63.44567,62.72854,41.17702,17.04455
2018-05-05 12:26:00,3590433799317661305,0.0,8.66753,13.83515,9.94487,13.26,8.65179,0.35165,32.00111,28.8444,78.2529,52.10637
2018-05-05 12:27:00,359043379931766668,1.0,9.7969,9.20945,15.01508,9.11882,11.37383,0.0209,47.29597,23.51745,0.73892,11.31754
2018-05-05 12:28:00,863033069630348602,1.0,11.29399,13.24505,11.99933,9.50882,11.40032,1.05061,30.13868,64.56762,50.23574,89.32769
2018-05-05 12:29:00,863033069630348610,1.0,5.85778,12.91919,14.57207,9.11875,13.76632,0.01304,43.63991,48.77065,21.92473,72.06073
2018-05-05 12:30:00,3590433799317661511,0.0,12.58649,9.01349,11.85533,15.14327,14.82872,0.00737,59.33359,19.39065,43.11362,94.30636
2018-05-05 12:31:00,3590433799317661149,0.0,8.53544,12.93061,9.49459,13.10831,9.89294,0.01325,50.53105,79.17454,2.47006,13.25581
2018-05-05 12:32:00,8630330696303481990,1.0,9.85872,16.36886,13.28312,11.75384,15.20968,0.05128,55.5959,65.24316,56.2393,83.21485
2018-05-05 12:33:00,863033069630348875,0.0,12.0743,11.69707,9.88175,10.82152,12.17827,0.12146,12.95933,52.80594,69.97914,70.46076
2018-05-05 12:34:00,8630330696303481040,1.0,8.72305,15.1521,12.9611,9.21577,14.20877,0.02649,41.95619,92.33559,81.27102,45.5087
2018-05-05 12:35:00,863033069630348339,1.0,8.82831,11.43944,13.00598,12.86594,11.98633,0.02032,46.18826,27.21125,71.75094,78.59726
2018-05-05 12:36:00,863033069630348917,0.0,11.9888,15.06452,7.37435,14.37038,8.68842,0.13047,42.87141,12.3533,75.6476,32.65114
2018-05-05 12:37:00,8630330696303482196,1.0,7.57535,12.6306,8.68619,14.46085,7.11953,0.00975,47.78685,77.59593,14.25036,39.16924
2018-05-05 12:38:00,8630330696303481206,1.0,12.6264,11.71511,6.44384,9.02171,11.70362,0.01416,24.83469,60.68019,35.30614,0.26804
2018-05-05 12:39:00,359043379931766361,1.0,13.62074,12.44252,8.92583,13.09355,9.69694,0.02889,40.27803,48.91767,9.19081,97.9126
2018-05-05 12:40:00,8630330696303481438,1.0,11.54797,13.54249,7.8129,10.55059,8.9006,0.10822,51.61254,58.02203,37.36557,36.95502
2018-05-05 12:41:00,8630330696303481008,1.0,12.30851,10.9293,9.25918,7.51247,9.78332,0.41053,38.25537,0.04186,22.19526,46.935
2018-05-05 12:42:00,8630330696303481933,1.0,11.73331,13.08172,8.81504,11.15945,6.86597,0.02644,67.71453,49.05429,37.19611,66.20801
2018-05-05 12:43:00,3590433799317662360,1.0,10.26885,12.88966,12.89995,10.87203,10.73169,1.90082,54.9069,31.14071,7.13937,73.18443
2018-05-05 12:44:00,8630330696303481008,0.0,11.42525,12.18855,9.30943,10.56445,11.0035,0.01368,60.15227,39.55986,3.2259,80.36033
2018-05-05 12:45:00,8630330696303481925,1.0,8.63242,13.02711,10.93313,9.24581,12.7359,0.01941,32.84246,49.20437,51.74988,9.79802
2018-05-05 12:46:00,3590433799317662162,1.0,6.77788,12.3633,13.36304,8.20183,13.4754,0.01552,70.17359,12.55617,34.89822,71.53571
2018-05-05 12:47:00,8630330696303481750,0.0,13.04031,9.29338,10.05567,13.43077,15.26363,0.03511,41.23037,29.95483,97.6592,78.54252
2018-05-05 12:48:00,359043379931766221,0.0,12.40162,10.03715,10.82316,12.16161,14.32499,0.00549,70.40506,47.93449,30.15287,65.15295
2018-05-05 12:49:00,863033069630348503,0.0,7.22419,15.05112,9.99714,14.38023,6.55292,0.00728,65.92526,81.22707,25.31214,85.26721
2018-05-05 12:50:00,8630330696303481859,1.0,7.48757,12.75743,13.88099,9.60031,13.21703,0.02126,43.46349,15.04931,75.77051,27.46521
2018-05-05 12:51:00,3590433799317661719,1.0,8.76045,13.98921,12.05739,11.55391,10.54788,0.01748,75.19314,9.08621,58.85905,46.11871
2018-05-05 12:52:00,359043379931766502,1.0,10.70056,9.87207,12.49033,9.02214,13.60371,0.08715,39.14065,91.84114,27.94739,59.3114
2018-05-05 12:53:00,8630330696303481149,1.0,12.56897,16.1961,10.01925,12.19109,6.25792,0.0064,37.88321,47.31152,91.9624,62.08177
2018-05-05 12:54:00,359043379931766429,1.0,14.23829,14.04952,10.36274,13.39267,8.51143,0.01571,36.54775,0.17175,30.25781,14.4851
2018-05-05 12:55:00,8630330696303481784,1.0,12.17314,12.15447,8.37041,4.88645,9.36261,0.12237,65.71569,38.08731,57.05548,83.14432
2018-05-05 12:56:00,3590433799317661412,1.0,15.49742,13.14713,8.22899,10.85964,9.20822,0.04786,47.13562,2.38181,65.52302,79.57719
2018-05-05 12:57:00,8630330696303482014,1.0,13.66413,13.86985,6.44761,10.84879,10.95,0.02308,46.6287,48.06567,41.34021,42.73905
2018-05-05 12:58:00,3590433799317661784,1.0,14.79439,12.23775,9.64714,8.18412,10.97776,0.0058,61.98826,60.12642,67.76717,53.81473
2018-05-05 12:59:00,3590433799317661933,0.0,12.77544,8.06949,11.44698,12.45013,13.45802,0.21286,40.55473,81.72534,74.62681,14.15975
2018-05-05 13:00:00,8630330696303482436,1.0,8.28573,14.97178,11.23933,8.61741,14.68279,0.01707,46.86656,77.19314,57.93901,27.6792
2018-05-05 13:01:00,359043379931766494,0.0,8.18952,10.19152,15.30951,8.93429,10.06672,0.02144,69.52225,23.64056,37.70075,1.15077
2018-05-05 13:02:00,8630330696303481628,1.0,9.34194,15.71234,11.78802,9.13257,15.46725,0.0017,33.60161,70.1048,35.76702,12.61988
2018-05-05 13:03:00,863033069630348040,0.0,12.36355,12.74179,8.90261,9.20236,8.95744,0.02956,44.72572,64.46722,13.08524,52.53951
2018-05-05 13:04:00,863033069630348149,0.0,11.25447,12.0632,7.31859,7.41142,9.44124,0.04258,62.07657,95.097,78.4834,75.28854
