latitude	longitude	store_name	code	location	imei
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	863033069630348420
39.32011	-76.51552	Rosedale	US	America/New_York	8630330696303481305
41.55947	14.66737	Campobasso	IT	Europe/Rome	863033069630348933
40.34912	-111.90466	Saratoga Springs	US	America/Denver	863033069630348347
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	863033069630348891
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	8630330696303481743
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	8630330696303482113
45.16024	-93.08883	Lino Lakes	US	America/Chicago	359043379931766163
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	8630330696303482329
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	3590433799317661669
28.98002	77.70636	Meerut	IN	Asia/Kolkata	863033069630348040
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	3590433799317661396
7.06273	-1.4001	Mampong	GH	Africa/Accra	359043379931766452
-11.48472	-37.93278	Rio Real	BR	America/Bahia	8630330696303481800
14.46693	75.92694	Davangere	IN	Asia/Kolkata	359043379931766460
38.13708	41.00817	Silvan	TR	Europe/Istanbul	8630330696303481669
25.92493	73.66633	Sojat	IN	Asia/Kolkata	8630330696303481347
46.18396	6.10237	Onex	CH	Europe/Zurich	359043379931766775
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317661396
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	8630330696303481396
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	8630330696303481313
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	863033069630348438
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303481917
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	8630330696303482253
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	8630330696303482287
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481776
23.02677	113.13148	Foshan	CN	Asia/Shanghai	359043379931766791
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	3590433799317661081
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	863033069630348602
-34.88422	150.60036	Nowra	AU	Australia/Sydney	359043379931766460
13.48082	-86.58208	Somoto	NI	America/Managua	8630330696303482188
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	8630330696303482287
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	863033069630348347
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	8630330696303481107
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	3590433799317661271
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	3590433799317661297
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	359043379931766312
45.16024	-93.08883	Lino Lakes	US	America/Chicago	3590433799317661206
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	863033069630348958
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	359043379931766825
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317661370
44.92801	4.8951	Valence	FR	Europe/Paris	359043379931766783
48.28259	9.72749	Ehingen	DE	Europe/Berlin	8630330696303481743
57.14369	-2.09814	Aberdeen	GB	Europe/London	863033069630348164
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	359043379931766957
48	-4.1	Quimper	FR	Europe/Paris	3590433799317662311
25.95533	68.88871	Jhol	PK	Asia/Karachi	3590433799317661073
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	863033069630348966
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	359043379931766346
54.84444	38.16694	Kashira	RU	Europe/Moscow	359043379931766114
10.15031	-73.9614	El Copey	CO	America/Bogota	3590433799317661388
35.88264	-80.08199	Thomasville	US	America/New_York	3590433799317661388
48.07667	8.64409	Trossingen	DE	Europe/Berlin	3590433799317662493
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661750
-10.91722	-37.65	Lagarto	BR	America/Maceio	8630330696303481727
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	863033069630348388
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	359043379931766684
40.24537	-75.64963	Pottstown	US	America/New_York	8630330696303481081
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303481107
55.82885	-4.21376	Rutherglen	GB	Europe/London	863033069630348040
41.72059	-87.70172	Evergreen Park	US	America/Chicago	8630330696303481123
34.25	135.31667	Iwade	JP	Asia/Tokyo	8630330696303481743
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303481099
51.88333	8.51667	Verl	DE	Europe/Berlin	863033069630348545
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	3590433799317661016
9.6531	124.3697	Jagna	PH	Asia/Manila	359043379931766858
49.5099	6.74549	Losheim	DE	Europe/Berlin	3590433799317661875
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	8630330696303481958
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	3590433799317661321
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	3590433799317661768
26.44931	91.61356	Rangia	IN	Asia/Kolkata	863033069630348164
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	3590433799317662493
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	3590433799317661131
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317662170
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303481545
45.0408	-93.263	Columbia Heights	US	America/Chicago	359043379931766619
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766379
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	863033069630348370
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661636
51.35084	-1.99421	Devizes	GB	Europe/London	8630330696303481636
40.63316	-74.13653	Port Richmond	US	America/New_York	863033069630348511
35.72917	10.58082	Msaken	TN	Africa/Tunis	863033069630348495
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	3590433799317662345
51.65	-0.2	Barnet	GB	Europe/London	3590433799317662485
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	3590433799317662485
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303482345
43.54072	-116.56346	Nampa	US	America/Boise	863033069630348214
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661727
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317662212
45.51667	4.86667	Vienne	FR	Europe/Paris	3590433799317661636
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	863033069630348149
51.39323	0.47713	Strood	GB	Europe/London	863033069630348404
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766619
28.90054	-81.26367	Deltona	US	America/New_York	8630330696303482477
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	863033069630348354
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	3590433799317661719
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	863033069630348370
41.09246	45.36561	Qazax	AZ	Asia/Baku	3590433799317661693
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	863033069630348271
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317661404
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	3590433799317662121
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317662261
60.02427	30.28491	Kolomyagi	RU	Europe/Moscow	863033069630348677
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317662204
51.39148	-0.29825	Surbiton	GB	Europe/London	8630330696303481172
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	863033069630348305
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	8630330696303481404
-8.99167	125.21972	Maliana	TL	Asia/Dili	359043379931766049
32.42067	-104.22884	Carlsbad	US	America/Denver	359043379931766510
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317661248
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317662139
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348883
34.77453	-96.67834	Ada	US	America/Chicago	3590433799317661784
36.33011	138.89585	Annaka	JP	Asia/Tokyo	863033069630348818
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	3590433799317661289
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	3590433799317661719
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	3590433799317661347
31.84568	-102.36764	Odessa	US	America/Chicago	359043379931766577
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	863033069630348438
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317662162
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	863033069630348545
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348743
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	8630330696303482030
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	863033069630348750
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	3590433799317661305
50.23805	8.86704	Nidderau	DE	Europe/Berlin	863033069630348529
45.35	126.28333	Shuangcheng	CN	Asia/Shanghai	3590433799317661156
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	3590433799317661941
34.15429	3.50309	Messaad	DZ	Africa/Algiers	8630330696303481677
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661487
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661420
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766676
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317662030
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	863033069630348768
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	3590433799317662436
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	359043379931766551
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481651
42.58342	-71.8023	Fitchburg	US	America/New_York	8630330696303481149
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	359043379931766403
39.43534	-84.20299	Lebanon	US	America/New_York	359043379931766544
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	863033069630348222
50.8	3.16667	Wevelgem	BE	Europe/Brussels	359043379931766171
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	3590433799317662329
43.54072	-116.56346	Nampa	US	America/Boise	8630330696303481024
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303481362
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	3590433799317661107
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303481420
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	359043379931766684
25.92493	73.66633	Sojat	IN	Asia/Kolkata	359043379931766668
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303481917
-1.63333	13.58357	Franceville	GA	Africa/Libreville	359043379931766122
38.47917	-1.325	Jumilla	ES	Europe/Madrid	8630330696303482071
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	8630330696303482261
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661834
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	8630330696303481834
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317662428
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	863033069630348933
33.08014	-83.2321	Milledgeville	US	America/New_York	863033069630348339
38.45598	48.87498	Astara	AZ	Asia/Baku	8630330696303481792
33.7207	-116.21677	Indio	US	America/Los_Angeles	3590433799317661503
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	8630330696303482394
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	863033069630348453
36.75965	137.36215	Namerikawa	JP	Asia/Tokyo	359043379931766338
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303481602
48.8449	17.22635	Skalica	SK	Europe/Bratislava	3590433799317661396
8.62261	-70.20749	Barinas	VE	America/Caracas	863033069630348388
41.57439	24.71204	Smolyan	BG	Europe/Sofia	8630330696303481388
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766320
38.38479	-0.76773	Novelda	ES	Europe/Madrid	359043379931766528
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303481248
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	3590433799317661255
39.43534	-84.20299	Lebanon	US	America/New_York	359043379931766783
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	359043379931766460
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766189
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	3590433799317662220
33.50921	-111.89903	Scottsdale	US	America/Phoenix	8630330696303481297
19.32932	-98.1664	Contla	MX	America/Mexico_City	3590433799317661438
49.195061	16.606836	Brno	CZ	Europe/Prague	8630330696303481495
40.72371	-73.95097	Greenpoint	US	America/New_York	8630330696303482188
49.183239	15.454273	Telč	CZ	Europe/Prague	359043379931766700
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	8630330696303481461
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	863033069630348016
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	8630330696303482006
52.48173	-2.12139	Brierley Hill	GB	Europe/London	3590433799317661834
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	863033069630348826
42.24113	-88.3162	Crystal Lake	US	America/Chicago	359043379931766353
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661545
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	8630330696303482006
35.74788	-95.36969	Muskogee	US	America/Chicago	3590433799317661073
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	3590433799317662220
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348107
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303482212
38.58894	-89.99038	Fairview Heights	US	America/Chicago	3590433799317662212
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317661636
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	3590433799317661859
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	359043379931766668
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303481818
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317661503
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	359043379931766429
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	3590433799317662162
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317662121
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	863033069630348347
41.14676	-73.49484	New Canaan	US	America/New_York	863033069630348958
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	863033069630348719
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766080
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482469
23.18	88.58	Aistala	IN	Asia/Kolkata	8630330696303482253
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	3590433799317661834
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	3590433799317661198
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317662444
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	8630330696303482360
38.07789	13.44275	Villabate	IT	Europe/Rome	359043379931766536
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	863033069630348024
45.9836	12.70038	Cordenons	IT	Europe/Rome	359043379931766775
55.39485	43.83992	Arzamas	RU	Europe/Moscow	359043379931766148
54.58048	16.86194	Ustka	PL	Europe/Warsaw	863033069630348214
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	359043379931766767
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	863033069630348420
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	3590433799317661511
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	863033069630348438
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	359043379931766726
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	863033069630348677
46.32313	-0.45877	Niort	FR	Europe/Paris	863033069630348263
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	359043379931766767
42.819	47.1192	Buynaksk	RU	Europe/Moscow	3590433799317661321
51.62907	-0.74934	High Wycombe	GB	Europe/London	863033069630348909
26.11527	86.59509	Supaul	IN	Asia/Kolkata	3590433799317661099
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317661941
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	3590433799317661867
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	359043379931766817
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481586
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481552
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	863033069630348107
