ts	imei	mwra	p.android.documentsui	p.android.packageinstaller	p.android.chrome	p.android.gm	p.android.settings	p.system	p.android.externalstorage	p.browser.provider	p.katana	p.android.gms	p.dogalize	p.notifier	p.android.vending	p.olauncher	p.inputmethod.latin	p.gms.persistent	p.google	p.android.defcontainer	p.simulator	p.process.gapps
2018-05-05 10:43:00	8630330696303481578	0.00000	7.63818	15.20868	10.22940	12.82496	12.33296	11.90725	8.44403	80.88617	70.61437	45.67485	49.65699	36.39097	18.77673	44.81953	44.87212	42.22988	57.18496	87.27053	48.37123	28.56115
2018-05-05 10:44:00	3590433799317661297	1.00000	11.61295	14.13097	6.57452	10.68423	8.49420	9.76778	11.88813	68.80217	67.37085	46.03813	15.51308	72.50870	61.51590	9.69511	68.49933	36.08883	44.29296	69.35135	38.14968	90.77972
2018-05-05 10:45:00	359043379931766155	0.00000	11.69530	11.14621	6.39239	9.69742	11.48736	11.70374	8.87200	59.87842	75.78492	57.92503	20.72833	26.70389	9.19911	3.61575	88.00184	5.90819	70.55400	21.25920	49.41410	88.23215
2018-05-05 10:46:00	863033069630348644	0.00000	9.80673	9.31811	13.86123	13.75444	12.31571	9.15989	6.31965	52.07395	52.01547	28.33574	54.13658	82.43641	18.10074	30.08426	76.52502	57.03437	63.59547	79.92902	62.59557	81.28198
2018-05-05 10:47:00	8630330696303481487	0.00000	12.47306	14.49862	13.35190	10.24020	11.06788	12.96600	9.23954	62.21972	34.51505	25.46751	55.05600	66.22703	14.69263	85.38860	56.78048	14.85618	39.43204	18.12612	6.13802	36.84408
2018-05-05 10:48:00	359043379931766932	1.00000	11.54820	12.19472	10.65961	13.54312	12.85624	11.87723	7.24494	83.51250	50.83342	56.33310	35.85502	74.68017	71.64103	96.57363	53.60750	72.10447	60.19532	16.86099	50.43406	64.04388
2018-05-05 10:49:00	8630330696303482147	1.00000	9.51536	14.56102	8.36611	13.76726	10.58455	11.53595	11.01613	44.81171	53.10012	60.20548	33.79310	74.55412	44.88609	59.17713	93.82741	44.44958	57.00809	39.21971	34.06048	27.30152
2018-05-05 10:50:00	3590433799317661875	0.00000	15.44307	13.52717	15.72456	11.29460	12.81930	9.07316	11.19797	56.33631	42.74909	39.33569	45.35925	62.38753	13.27776	46.50318	75.18086	86.71517	27.90015	32.67097	92.64254	4.79896
2018-05-05 10:51:00	863033069630348016	1.00000	11.07388	14.84554	8.35606	13.23067	8.22889	9.41704	13.62954	56.94715	68.38840	55.54873	50.07610	29.85806	79.71913	6.42123	90.97734	34.68117	43.24207	4.71762	70.50635	4.29920
2018-05-05 10:52:00	359043379931766239	0.00000	13.86281	12.48109	13.74057	8.47179	12.45643	14.08751	9.86578	44.40756	50.85623	49.06756	44.68105	67.07481	45.03493	20.90006	32.99107	9.41284	49.48180	14.98256	20.33626	69.87871
2018-05-05 10:53:00	359043379931766288	1.00000	7.21491	9.72321	15.52573	14.22470	10.34890	11.70414	11.20500	53.35782	52.23267	54.60136	54.49943	66.23291	95.29513	39.11605	28.50246	35.27840	33.31172	25.82652	21.80618	7.34398
2018-05-05 10:54:00	359043379931766346	1.00000	10.87277	13.70939	9.09514	11.09467	14.74415	12.87232	9.31045	44.03047	57.31441	49.05750	68.68257	58.10881	43.24963	7.25820	55.17628	42.40470	79.06769	59.70179	36.24146	60.92896
2018-05-05 10:55:00	3590433799317661529	0.00000	11.90603	12.40652	6.88146	12.48818	10.78318	9.22482	8.33956	38.04166	53.49755	29.69412	34.50439	61.87960	37.31092	7.49760	54.49286	92.92752	43.41127	83.91434	45.64321	59.99907
2018-05-05 10:56:00	863033069630348669	1.00000	3.49284	13.18042	17.48690	16.14757	13.25155	11.23985	11.06121	60.65302	60.08526	35.65921	27.49372	18.85034	14.87826	4.52258	73.97811	52.53206	0.73921	65.48577	94.93866	53.89617
2018-05-05 10:57:00	3590433799317661537	1.00000	9.01092	16.52577	7.53167	11.07833	9.84703	9.62529	10.77021	54.72684	32.59037	39.65017	41.16408	22.34876	89.77862	36.04424	75.72913	23.21856	2.41515	3.03335	55.87339	43.39010
2018-05-05 10:58:00	8630330696303481297	1.00000	11.80043	12.95116	7.01432	12.90087	8.19642	8.10687	15.54405	38.55336	70.78130	48.52135	41.51493	35.93594	48.54400	82.57766	93.69498	76.70757	62.98237	72.95643	70.38301	44.04547
2018-05-05 10:59:00	359043379931766387	1.00000	12.91444	11.56656	11.89138	12.53722	8.56583	10.30916	10.09757	42.18146	63.70309	41.62391	26.27130	50.27404	17.38764	49.21498	29.04146	24.29480	76.74139	75.27706	66.89673	17.31092
2018-05-05 11:00:00	863033069630348370	1.00000	10.35119	13.63983	8.69645	13.08669	12.44528	11.90961	9.15996	43.00148	46.28457	41.60173	60.23427	84.13650	56.23372	92.61147	76.70621	12.04631	61.59555	4.53911	69.14742	74.60703
2018-05-05 11:01:00	3590433799317661552	1.00000	9.89915	8.67086	11.05553	14.59603	7.54196	8.22946	14.60883	64.84490	44.66715	57.40413	37.48478	13.09722	73.07199	97.60032	10.72204	59.60758	86.16977	25.18169	45.77863	23.41841
2018-05-05 11:02:00	3590433799317661586	1.00000	8.96360	11.56055	10.36904	12.28257	13.32570	12.63455	9.16048	52.89932	44.69351	46.91144	26.14036	28.57848	78.12605	25.83563	25.89615	80.95400	8.54732	48.90502	30.42585	85.22992
2018-05-05 11:03:00	8630330696303482188	1.00000	10.74080	14.19138	10.16409	12.94265	12.59260	12.99072	11.16459	60.50201	36.57852	41.57423	54.81909	69.55836	59.70851	34.21736	4.81055	25.08657	12.19303	97.35539	17.61997	49.60797
2018-05-05 11:04:00	8630330696303481677	1.00000	10.10017	15.26724	10.46229	13.18785	8.52276	16.76333	12.78434	51.66630	53.43694	48.27864	37.64822	57.03552	22.91095	29.94628	93.35954	97.33899	21.07114	46.79391	78.04923	69.54996
2018-05-05 11:05:00	8630330696303482485	1.00000	12.57394	15.76005	5.51701	12.05275	10.63535	7.88585	12.50750	47.81723	36.42262	49.64779	34.98806	68.28227	80.52582	40.18749	13.00799	6.58637	12.20221	76.70272	88.36191	85.14786
2018-05-05 11:06:00	359043379931766049	0.00000	13.34877	12.38915	9.52852	8.85508	10.72037	14.81191	6.49190	43.00392	74.16865	51.78708	41.59874	16.05672	86.36152	5.03418	2.24759	82.71733	44.24965	69.16938	78.26221	73.51855
2018-05-05 11:07:00	863033069630348263	1.00000	7.48065	11.46297	6.88600	11.89171	9.44672	12.95648	7.43189	43.65131	65.19222	56.59298	47.53690	7.35263	15.81514	34.24495	68.24620	4.03920	98.98809	64.86469	33.92024	89.78947
2018-05-05 11:08:00	359043379931766031	1.00000	8.50262	10.65337	9.49876	10.38886	10.14811	7.95025	10.40558	47.03920	34.09250	31.81050	23.14426	98.33237	9.98749	67.94778	21.11582	37.39613	4.68929	70.75238	37.99895	20.74152
2018-05-05 11:09:00	3590433799317661032	1.00000	5.28240	15.53381	12.07159	19.21678	8.07180	10.93149	15.71221	37.25961	34.43747	41.63027	48.88714	40.03158	70.25997	44.37914	74.96555	52.83925	87.50585	74.25730	97.19111	34.33916
2018-05-05 11:10:00	3590433799317661602	0.00000	12.84592	12.57100	14.34811	9.98498	12.02530	11.62331	10.30955	64.37743	81.53303	39.69555	46.32479	49.86189	15.11361	69.76856	53.37561	76.86456	73.05107	32.21524	73.99133	65.41397
2018-05-05 11:11:00	8630330696303481032	1.00000	7.73629	12.53568	10.10309	9.95878	10.49203	10.04770	9.83478	59.05781	55.06904	61.08490	54.90098	23.01299	33.47575	32.89223	99.47873	94.96164	49.86620	25.07420	18.54933	8.09765
2018-05-05 11:12:00	359043379931766262	1.00000	9.63349	10.04520	13.75541	12.31569	11.38245	7.12483	11.65698	24.72917	39.59155	39.14014	64.86027	16.40765	55.46009	21.01273	33.72076	7.12451	3.63633	96.48110	97.33123	85.47669
2018-05-05 11:13:00	359043379931766692	0.00000	14.18576	14.99850	9.07913	6.81730	14.90977	15.68499	9.67459	44.13784	65.05404	23.95347	25.98292	86.23228	80.62760	69.07663	10.99747	63.14245	35.73539	96.98688	25.42611	54.85682
2018-05-05 11:14:00	863033069630348560	0.00000	14.38226	15.03893	10.76478	11.19698	8.89021	8.36670	7.93210	73.93888	52.04824	49.76366	46.92470	42.76913	2.15501	24.09061	26.51706	43.18390	92.95235	79.94042	23.77391	51.72063
2018-05-05 11:15:00	359043379931766585	0.00000	12.95624	14.14895	12.99683	11.26306	10.93367	11.77916	9.76840	71.75973	58.68312	54.39635	49.74463	76.88695	1.63010	99.98379	37.22958	56.55718	97.86184	94.34348	17.96927	43.90343
2018-05-05 11:16:00	359043379931766759	1.00000	12.58567	13.16944	11.60984	7.85748	14.93338	14.61514	7.00199	29.05684	49.70455	35.96510	49.77442	70.35056	63.99349	36.33426	27.43600	13.91765	19.77560	41.29598	70.95360	63.18204
2018-05-05 11:17:00	3590433799317662048	1.00000	9.93212	11.76971	6.08796	11.75709	7.07058	10.90361	12.85966	35.25610	53.42053	25.22177	18.69172	57.90339	1.50412	0.58629	42.08322	75.54260	56.24173	85.35065	77.46886	26.51965
2018-05-05 11:18:00	3590433799317661891	0.00000	12.37588	10.13028	6.49081	6.90230	12.22454	13.65457	8.61260	35.69759	66.25970	54.90835	52.19485	59.91658	41.44708	12.47998	25.89655	58.07308	31.77948	92.39032	12.24014	95.04086
2018-05-05 11:19:00	359043379931766601	1.00000	7.82393	10.28224	7.53982	13.44227	15.40522	14.18498	8.93378	41.36252	54.16833	47.94726	28.80876	50.97089	70.73740	50.11280	32.42468	43.13560	72.48452	8.11238	41.51731	35.11877
2018-05-05 11:20:00	8630330696303481875	1.00000	8.58856	12.37145	7.26403	10.25788	8.75556	7.25462	10.87333	68.83780	62.01418	32.52812	54.31436	29.00994	59.37592	80.54282	11.51913	36.85315	82.17920	34.86642	56.27981	13.08516
2018-05-05 11:21:00	359043379931766098	0.00000	16.01982	17.00401	15.01125	8.29216	15.26324	14.42595	8.77790	26.17579	39.35789	65.50585	20.82161	58.99729	50.82739	8.65271	3.20898	82.63135	9.14660	91.70537	51.57630	45.45596
2018-05-05 11:22:00	3590433799317661701	1.00000	10.22515	15.59230	6.56006	13.82728	11.94693	14.15322	9.40479	38.97499	49.33996	68.53405	46.58828	48.32057	48.19400	29.02015	30.05121	5.44914	75.43681	12.67304	29.61916	8.72006
2018-05-05 11:23:00	359043379931766726	1.00000	8.36987	12.29802	9.20152	11.47903	13.65028	14.23945	8.37269	66.25412	47.95800	38.31127	39.10665	75.09841	70.19884	11.68380	80.28270	1.78542	41.63126	72.86774	31.91164	12.12286
2018-05-05 11:24:00	359043379931766098	0.00000	16.48518	12.11790	17.66504	12.80615	11.49739	9.59668	10.57806	54.27555	71.21735	45.70031	38.92891	98.76643	68.73877	1.01963	46.25374	6.37162	60.63355	50.20956	18.46369	64.21159
2018-05-05 11:25:00	3590433799317662089	1.00000	7.74162	14.57388	9.79441	11.64838	10.15099	12.62655	11.22559	29.18962	64.46127	47.34360	61.01743	31.06141	29.90337	62.92177	8.89723	82.56006	76.72540	86.99962	51.84054	48.00052
2018-05-05 11:26:00	863033069630348685	1.00000	12.26694	12.25618	12.56715	9.63547	13.24706	14.65564	6.26548	56.52535	59.46713	52.19824	18.34777	99.08740	97.99080	6.01095	95.27278	16.52661	78.65447	53.35531	48.99588	15.61724
2018-05-05 11:27:00	8630330696303482410	0.00000	10.26496	12.25647	6.95874	10.80514	15.07910	13.12832	8.81776	27.45407	59.40428	67.31265	45.25525	90.41401	27.75931	84.01312	50.57643	57.35705	23.41879	84.75871	71.00051	52.88811
2018-05-05 11:28:00	8630330696303482006	0.00000	11.18012	14.39543	11.33115	4.47441	15.28552	19.13946	6.38947	55.89832	64.90145	47.38173	52.49920	85.26085	4.76783	2.05600	79.17619	0.50556	34.52454	9.15861	65.41845	31.00928
2018-05-05 11:29:00	863033069630348735	1.00000	11.43738	15.38794	7.50165	10.79287	12.70410	13.35568	10.19986	41.12169	50.27119	51.86530	58.06483	25.11578	20.21846	49.03104	97.37968	24.68197	95.30707	90.05543	67.24718	95.38288
2018-05-05 11:30:00	3590433799317662014	1.00000	16.07610	12.98447	10.00597	5.53297	12.74606	16.35279	8.75072	52.71167	71.44936	32.03266	27.25205	62.38805	45.06892	73.70031	27.40579	91.31137	42.80554	0.70713	65.91349	90.30826
2018-05-05 11:31:00	3590433799317662220	1.00000	8.45368	12.84980	8.47779	13.57717	13.82070	12.53098	10.15130	52.78337	64.23149	55.90575	50.82152	8.16974	37.69264	28.15991	11.69099	13.72200	94.60816	50.28866	12.95966	52.03777
2018-05-05 11:32:00	3590433799317662410	0.00000	9.86380	13.37321	7.75356	11.57814	14.75998	10.14674	10.85094	51.29222	42.64756	76.52592	58.11862	22.29425	70.86881	71.63151	34.16548	72.22946	24.33288	38.68880	90.36937	41.42051
2018-05-05 11:33:00	8630330696303482030	1.00000	9.77177	12.95537	5.90655	10.95183	11.28467	14.31917	8.93082	62.66755	73.68277	52.04689	62.12530	49.24339	96.86064	46.32876	75.41573	10.83946	99.87177	33.92361	37.28006	19.14157
2018-05-05 11:34:00	359043379931766486	0.00000	14.64886	15.63395	10.05288	7.37438	13.97891	15.76138	9.09500	80.66047	63.91838	32.53385	32.81499	83.79969	55.94368	48.91638	40.97913	71.62420	21.92938	42.94754	20.09303	64.28577
2018-05-05 11:35:00	359043379931766221	0.00000	14.38438	14.13576	9.61663	9.10259	8.96272	12.92905	6.81519	68.52383	53.96170	30.90929	43.69295	43.59466	20.87428	91.09749	16.14300	81.36527	69.10519	52.34094	0.07967	28.02062
2018-05-05 11:36:00	8630330696303482246	1.00000	7.64629	13.58277	11.71100	13.04338	11.89804	12.59087	8.96178	48.13098	49.78119	41.78389	48.98781	30.59074	83.51903	83.23742	76.17515	80.37554	69.22109	83.16636	72.09589	76.87378
2018-05-05 11:37:00	3590433799317661107	1.00000	15.59573	13.21345	3.43226	11.72279	5.73029	8.43609	16.97541	54.31116	41.27750	39.02149	45.54841	74.00568	4.58100	21.56884	23.51670	77.11487	4.53928	52.23312	72.83094	32.27363
2018-05-05 11:38:00	8630330696303481081	1.00000	6.93847	12.00563	7.26453	14.08345	12.79971	12.89417	8.48518	43.58924	44.90018	50.81557	38.98511	65.58260	87.08709	24.07521	64.49624	94.91962	12.47845	36.97006	52.23837	49.37228
2018-05-05 11:39:00	8630330696303481099	1.00000	8.54980	16.91421	11.14957	12.00152	12.11851	13.71701	10.92623	68.20797	37.92799	57.05654	49.45357	97.12296	46.20024	55.70352	65.73881	85.62125	54.19908	82.92678	90.10624	93.92681
2018-05-05 11:40:00	3590433799317661255	0.00000	12.00451	10.75773	9.16832	11.25841	12.57835	12.62041	5.65190	48.80991	55.47094	47.89661	34.91976	23.49219	94.64850	5.19424	2.56406	85.08805	21.95156	59.49724	50.33824	51.96578
2018-05-05 11:41:00	3590433799317661115	1.00000	13.02145	14.82601	5.78084	7.95468	14.88371	14.44716	8.00585	57.84218	53.52331	30.89219	16.19250	15.61405	62.71962	70.11425	35.75925	50.27739	12.69484	11.65917	44.08656	39.70873
2018-05-05 11:42:00	8630330696303481321	1.00000	12.84625	12.45446	7.34084	10.61417	8.48397	8.82582	12.51831	24.96262	33.67356	51.41702	41.01160	24.05181	24.90896	20.02909	66.70736	53.56225	34.23928	36.53843	17.16334	96.64193
2018-05-05 11:43:00	3590433799317661511	1.00000	8.15707	11.31548	6.42187	11.69955	8.00693	5.13187	13.69778	61.21240	34.45382	48.22052	37.74113	48.13193	1.89076	4.89971	55.55526	78.45972	43.99240	12.14636	75.79632	69.30158
2018-05-05 11:44:00	8630330696303481669	0.00000	15.59539	15.60638	10.71701	6.94449	11.69962	15.17071	10.55261	50.20137	51.48926	55.30948	53.47665	39.04151	77.02162	5.79661	14.70864	63.45506	53.21072	68.59931	75.68278	15.84332
2018-05-05 11:45:00	863033069630348099	1.00000	9.82486	11.89892	10.35368	13.02034	8.37981	11.02177	12.57237	70.33038	40.25161	42.49904	56.02835	55.07923	58.86234	58.75211	9.91849	57.72750	85.98486	85.13115	28.40492	34.20164
2018-05-05 11:46:00	863033069630348396	1.00000	12.38835	9.88060	8.62654	15.05406	8.07286	8.95085	13.97750	44.90300	57.31358	41.23208	59.78027	60.46891	45.17106	27.94007	78.97866	7.38287	66.99348	25.62252	15.88467	68.27574
2018-05-05 11:47:00	3590433799317661461	1.00000	10.06266	13.22936	5.55176	9.03508	13.76358	14.30901	10.39295	58.98011	57.68520	69.53798	38.61205	77.62917	55.22353	33.92763	43.24909	50.59174	35.14874	99.23085	11.91883	92.25849
